id,attit,expo,age,age11,age13,age11s,age13s,ind1,ind2,ind3,ind4,ind5,female,minority,income
    1179,.58,.14,14,3,1,9,1,0,0,0,1,0,1,0,7
    1179,.37,.2,15,4,2,16,4,0,0,0,0,1,1,0,7
    1199,.2,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,1
    1199,.2,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,1
    1199,.29,-.01,13,2,0,4,0,0,0,1,0,0,1,0,1
    1199,.29,-.09,14,3,1,9,1,0,0,0,1,0,1,0,1
    1199,.85,.2,15,4,2,16,4,0,0,0,0,1,1,0,1
    1201,.29,.32,11,0,-2,0,4,1,0,0,0,0,1,0,7
    1201,.11,-.01,12,1,-1,1,1,0,1,0,0,0,1,0,7
    1201,0,-.27,13,2,0,4,0,0,0,1,0,0,1,0,7
    1201,.37,.14,14,3,1,9,1,0,0,0,1,0,1,0,7
    1201,.69,.26,15,4,2,16,4,0,0,0,0,1,1,0,7
    1206,.29,.07,11,0,-2,0,4,1,0,0,0,0,0,0,4
    1206,.58,.32,12,1,-1,1,1,0,1,0,0,0,0,0,4
    1206,.89,.76,13,2,0,4,0,0,0,1,0,0,0,0,4
    1206,1.13,.76,14,3,1,9,1,0,0,0,1,0,0,0,4
    1206,.94,.2,15,4,2,16,4,0,0,0,0,1,0,0,4
    1226,0,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,2
    1226,.37,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,2
    1226,.37,-.37,13,2,0,4,0,0,0,1,0,0,1,0,2
    1226,.51,-.37,14,3,1,9,1,0,0,0,1,0,1,0,2
    1226,0,-.37,15,4,2,16,4,0,0,0,0,1,1,0,2
    1230,.29,-.27,11,0,-2,0,4,1,0,0,0,0,0,0,7
    1230,.29,-.27,12,1,-1,1,1,0,1,0,0,0,0,0,7
    1230,.44,.14,13,2,0,4,0,0,0,1,0,0,0,0,7
    1230,.69,.37,14,3,1,9,1,0,0,0,1,0,0,0,7
    1230,.69,.47,15,4,2,16,4,0,0,0,0,1,0,0,7
    1238,.11,.07,11,0,-2,0,4,1,0,0,0,0,0,0,2
    1238,.11,-.17,12,1,-1,1,1,0,1,0,0,0,0,0,2
    1238,.58,-.37,13,2,0,4,0,0,0,1,0,0,0,0,2
    1238,.69,.42,14,3,1,9,1,0,0,0,1,0,0,0,2
    1238,.44,-.06,15,4,2,16,4,0,0,0,0,1,0,0,2
    1240,0,-.37,11,0,-2,0,4,1,0,0,0,0,0,0,1
    1240,.2,-.27,12,1,-1,1,1,0,1,0,0,0,0,0,1
    1240,0,-.27,13,2,0,4,0,0,0,1,0,0,0,0,1
    1240,.58,-.09,14,3,1,9,1,0,0,0,1,0,0,0,1
    1240,.44,-.09,15,4,2,16,4,0,0,0,0,1,0,0,1
    1244,.29,-.17,11,0,-2,0,4,1,0,0,0,0,0,0,10
    1244,0,-.37,12,1,-1,1,1,0,1,0,0,0,0,0,10
    1244,.29,-.37,13,2,0,4,0,0,0,1,0,0,0,0,10
    1244,.2,-.37,14,3,1,9,1,0,0,0,1,0,0,0,10
    1249,.29,-.17,11,0,-2,0,4,1,0,0,0,0,0,0,8
    1249,.44,-.17,12,1,-1,1,1,0,1,0,0,0,0,0,8
    1249,0,-.37,13,2,0,4,0,0,0,1,0,0,0,0,8
    1249,0,-.09,14,3,1,9,1,0,0,0,1,0,0,0,8
    1249,.2,-.09,15,4,2,16,4,0,0,0,0,1,0,0,8
    1253,.44,-.26,11,0,-2,0,4,1,0,0,0,0,1,0,1
    1253,.29,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,1
    1253,.75,.26,13,2,0,4,0,0,0,1,0,0,1,0,1
    1253,.8,.47,14,3,1,9,1,0,0,0,1,0,1,0,1
    1253,.94,.61,15,4,2,16,4,0,0,0,0,1,1,0,1
    1254,.2,.07,13,2,0,4,0,0,0,1,0,0,0,0,6
    1254,.2,.07,14,3,1,9,1,0,0,0,1,0,0,0,6
    1254,.44,.26,15,4,2,16,4,0,0,0,0,1,0,0,6
    1268,.69,-.37,12,1,-1,1,1,0,1,0,0,0,0,0,4
    1268,.69,-.37,13,2,0,4,0,0,0,1,0,0,0,0,4
    1274,.29,-.09,12,1,-1,1,1,0,1,0,0,0,1,0,6
    1274,.11,-.09,13,2,0,4,0,0,0,1,0,0,1,0,6
    1274,.29,-.37,14,3,1,9,1,0,0,0,1,0,1,0,6
    1274,.69,-.09,15,4,2,16,4,0,0,0,0,1,1,0,6
    1277,0,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,7
    1277,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,7
    1277,0,-.37,13,2,0,4,0,0,0,1,0,0,1,0,7
    1277,0,-.27,14,3,1,9,1,0,0,0,1,0,1,0,7
    1277,0,-.27,15,4,2,16,4,0,0,0,0,1,1,0,7
    1289,0,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,4
    1289,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,4
    1289,0,-.37,13,2,0,4,0,0,0,1,0,0,1,0,4
    1289,0,-.37,14,3,1,9,1,0,0,0,1,0,1,0,4
    1289,0,-.37,15,4,2,16,4,0,0,0,0,1,1,0,4
    1304,.51,.56,11,0,-2,0,4,1,0,0,0,0,0,0,1
    1304,.58,.14,12,1,-1,1,1,0,1,0,0,0,0,0,1
    1304,.75,.26,13,2,0,4,0,0,0,1,0,0,0,0,1
    1304,.44,.32,14,3,1,9,1,0,0,0,1,0,0,0,1
    1304,.58,-.17,15,4,2,16,4,0,0,0,0,1,0,0,1
    1320,0,-.37,11,0,-2,0,4,1,0,0,0,0,0,0,5
    1320,.11,-.37,13,2,0,4,0,0,0,1,0,0,0,0,5
    1320,.29,.07,14,3,1,9,1,0,0,0,1,0,0,0,5
    1320,.44,-.09,15,4,2,16,4,0,0,0,0,1,0,0,5
    1323,0,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,4
    1323,.69,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,4
    1323,.69,-.37,13,2,0,4,0,0,0,1,0,0,1,0,4
    1323,.69,.2,14,3,1,9,1,0,0,0,1,0,1,0,4
    1323,.89,.14,15,4,2,16,4,0,0,0,0,1,1,0,4
    1333,.11,-.17,11,0,-2,0,4,1,0,0,0,0,0,0,2
    1333,.29,.41,12,1,-1,1,1,0,1,0,0,0,0,0,2
    1333,.29,-.17,13,2,0,4,0,0,0,1,0,0,0,0,2
    1333,.44,-.09,14,3,1,9,1,0,0,0,1,0,0,0,2
    1333,0,-.37,15,4,2,16,4,0,0,0,0,1,0,0,2
    1334,.2,.07,11,0,-2,0,4,1,0,0,0,0,1,0,2
    1334,0,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,2
    1334,0,-.01,13,2,0,4,0,0,0,1,0,0,1,0,2
    1334,0,-.01,14,3,1,9,1,0,0,0,1,0,1,0,2
    1334,.11,-.01,15,4,2,16,4,0,0,0,0,1,1,0,2
    1336,.2,-.09,11,0,-2,0,4,1,0,0,0,0,1,0,2
    1351,0,-.09,11,0,-2,0,4,1,0,0,0,0,0,0,3
    1351,.64,-.17,12,1,-1,1,1,0,1,0,0,0,0,0,3
    1351,.58,-.09,13,2,0,4,0,0,0,1,0,0,0,0,3
    1351,.8,.14,14,3,1,9,1,0,0,0,1,0,0,0,3
    1351,.69,-.27,15,4,2,16,4,0,0,0,0,1,0,0,3
    1369,.2,-.01,11,0,-2,0,4,1,0,0,0,0,1,0,4
    1369,.11,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,4
    1369,.11,-.17,13,2,0,4,0,0,0,1,0,0,1,0,4
    1369,0,-.09,14,3,1,9,1,0,0,0,1,0,1,0,4
    1369,.11,-.17,15,4,2,16,4,0,0,0,0,1,1,0,4
    1371,.29,-.37,11,0,-2,0,4,1,0,0,0,0,0,0,4
    1371,0,-.27,13,2,0,4,0,0,0,1,0,0,0,0,4
    1371,0,-.17,15,4,2,16,4,0,0,0,0,1,0,0,4
    1385,.11,-.01,11,0,-2,0,4,1,0,0,0,0,1,0,7
    1385,.2,.07,12,1,-1,1,1,0,1,0,0,0,1,0,7
    1385,.2,-.09,13,2,0,4,0,0,0,1,0,0,1,0,7
    1385,.11,-.01,14,3,1,9,1,0,0,0,1,0,1,0,7
    1385,.29,.26,15,4,2,16,4,0,0,0,0,1,1,0,7
    1386,0,.14,11,0,-2,0,4,1,0,0,0,0,0,0,5
    1386,.11,-.09,12,1,-1,1,1,0,1,0,0,0,0,0,5
    1386,0,-.01,13,2,0,4,0,0,0,1,0,0,0,0,5
    1386,.11,-.01,14,3,1,9,1,0,0,0,1,0,0,0,5
    1386,.2,.14,15,4,2,16,4,0,0,0,0,1,0,0,5
    1391,0,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,3
    1391,0,-.37,13,2,0,4,0,0,0,1,0,0,1,0,3
    1391,0,-.27,14,3,1,9,1,0,0,0,1,0,1,0,3
    1391,0,-.37,15,4,2,16,4,0,0,0,0,1,1,0,3
    1395,.37,.69,11,0,-2,0,4,1,0,0,0,0,0,0,3
    1395,.29,-.01,12,1,-1,1,1,0,1,0,0,0,0,0,3
    1395,0,-.09,13,2,0,4,0,0,0,1,0,0,0,0,3
    1395,.11,.07,14,3,1,9,1,0,0,0,1,0,0,0,3
    1395,.37,.26,15,4,2,16,4,0,0,0,0,1,0,0,3
    1405,0,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,2
    1409,.37,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,3
    1409,.11,-.17,13,2,0,4,0,0,0,1,0,0,1,0,3
    1409,.11,-.17,14,3,1,9,1,0,0,0,1,0,1,0,3
    1409,.44,-.27,15,4,2,16,4,0,0,0,0,1,1,0,3
    1415,0,-.17,11,0,-2,0,4,1,0,0,0,0,1,0,6
    1415,.2,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,6
    1415,.69,.14,13,2,0,4,0,0,0,1,0,0,1,0,6
    1415,.44,-.01,14,3,1,9,1,0,0,0,1,0,1,0,6
    1415,.51,.14,15,4,2,16,4,0,0,0,0,1,1,0,6
    1423,.29,-.09,11,0,-2,0,4,1,0,0,0,0,0,0,4
    1423,.64,.32,12,1,-1,1,1,0,1,0,0,0,0,0,4
    1423,.58,.26,13,2,0,4,0,0,0,1,0,0,0,0,4
    1423,.69,-.09,14,3,1,9,1,0,0,0,1,0,0,0,4
    1423,.85,.26,15,4,2,16,4,0,0,0,0,1,0,0,4
    1427,.11,-.27,12,1,-1,1,1,0,1,0,0,0,0,0,4
    1427,0,-.37,13,2,0,4,0,0,0,1,0,0,0,0,4
    1427,.58,-.17,14,3,1,9,1,0,0,0,1,0,0,0,4
    1427,.44,-.37,15,4,2,16,4,0,0,0,0,1,0,0,4
    1428,0,-.37,11,0,-2,0,4,1,0,0,0,0,0,0,2
    1428,0,-.27,12,1,-1,1,1,0,1,0,0,0,0,0,2
    1428,0,-.27,13,2,0,4,0,0,0,1,0,0,0,0,2
    1428,.29,-.17,14,3,1,9,1,0,0,0,1,0,0,0,2
    1428,.2,-.17,15,4,2,16,4,0,0,0,0,1,0,0,2
    1434,.11,-.27,11,0,-2,0,4,1,0,0,0,0,0,0,3
    1434,.11,-.27,12,1,-1,1,1,0,1,0,0,0,0,0,3
    1434,.37,.14,13,2,0,4,0,0,0,1,0,0,0,0,3
    1434,.58,.37,14,3,1,9,1,0,0,0,1,0,0,0,3
    1434,.58,.47,15,4,2,16,4,0,0,0,0,1,0,0,3
    1437,.29,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,2
    1437,0,.14,12,1,-1,1,1,0,1,0,0,0,1,0,2
    1437,.29,.26,13,2,0,4,0,0,0,1,0,0,1,0,2
    1437,.94,.61,14,3,1,9,1,0,0,0,1,0,1,0,2
    1437,.89,.56,15,4,2,16,4,0,0,0,0,1,1,0,2
    1441,.2,-.17,11,0,-2,0,4,1,0,0,0,0,1,0,6
    1441,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,6
    1441,.11,-.27,13,2,0,4,0,0,0,1,0,0,1,0,6
    1441,.37,-.09,14,3,1,9,1,0,0,0,1,0,1,0,6
    1441,.2,-.09,15,4,2,16,4,0,0,0,0,1,1,0,6
    1448,.75,-.09,11,0,-2,0,4,1,0,0,0,0,0,0,2
    1448,.51,.07,12,1,-1,1,1,0,1,0,0,0,0,0,2
    1448,.8,-.01,13,2,0,4,0,0,0,1,0,0,0,0,2
    1448,.85,.37,14,3,1,9,1,0,0,0,1,0,0,0,2
    1448,1.02,.42,15,4,2,16,4,0,0,0,0,1,0,0,2
    1450,.2,.2,11,0,-2,0,4,1,0,0,0,0,0,0,2
    1450,.51,.32,12,1,-1,1,1,0,1,0,0,0,0,0,2
    1450,.37,.26,13,2,0,4,0,0,0,1,0,0,0,0,2
    1450,.69,.26,14,3,1,9,1,0,0,0,1,0,0,0,2
    1450,.69,.2,15,4,2,16,4,0,0,0,0,1,0,0,2
    1465,.51,-.01,12,1,-1,1,1,0,1,0,0,0,0,0,3
    1465,.85,.14,13,2,0,4,0,0,0,1,0,0,0,0,3
    1465,.51,-.01,14,3,1,9,1,0,0,0,1,0,0,0,3
    1465,.64,.14,15,4,2,16,4,0,0,0,0,1,0,0,3
    1477,.11,-.27,11,0,-2,0,4,1,0,0,0,0,0,0,3
    1477,.64,-.01,12,1,-1,1,1,0,1,0,0,0,0,0,3
    1477,.75,.14,13,2,0,4,0,0,0,1,0,0,0,0,3
    1477,.75,-.01,14,3,1,9,1,0,0,0,1,0,0,0,3
    1477,.44,-.09,15,4,2,16,4,0,0,0,0,1,0,0,3
    1486,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,4
    1486,0,-.37,13,2,0,4,0,0,0,1,0,0,1,0,4
    1486,.11,-.37,14,3,1,9,1,0,0,0,1,0,1,0,4
    1486,0,-.37,15,4,2,16,4,0,0,0,0,1,1,0,4
    1496,.11,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,10
    1496,.51,.42,12,1,-1,1,1,0,1,0,0,0,1,0,10
    1496,.58,.61,13,2,0,4,0,0,0,1,0,0,1,0,10
    1496,.58,.65,14,3,1,9,1,0,0,0,1,0,1,0,10
    1496,.58,.47,15,4,2,16,4,0,0,0,0,1,1,0,10
    1507,.11,-.17,11,0,-2,0,4,1,0,0,0,0,0,0,4
    1507,0,-.37,12,1,-1,1,1,0,1,0,0,0,0,0,4
    1507,.51,.14,13,2,0,4,0,0,0,1,0,0,0,0,4
    1507,.51,.32,14,3,1,9,1,0,0,0,1,0,0,0,4
    1507,.58,.32,15,4,2,16,4,0,0,0,0,1,0,0,4
    1514,.11,.07,11,0,-2,0,4,1,0,0,0,0,0,0,7
    1514,0,-.37,12,1,-1,1,1,0,1,0,0,0,0,0,7
    1514,0,-.17,13,2,0,4,0,0,0,1,0,0,0,0,7
    1514,0,-.27,14,3,1,9,1,0,0,0,1,0,0,0,7
    1514,0,-.17,15,4,2,16,4,0,0,0,0,1,0,0,7
    1521,0,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,3
    1521,.37,.14,13,2,0,4,0,0,0,1,0,0,1,0,3
    1521,.29,.14,14,3,1,9,1,0,0,0,1,0,1,0,3
    1521,.58,.26,15,4,2,16,4,0,0,0,0,1,1,0,3
    1524,.29,-.01,11,0,-2,0,4,1,0,0,0,0,1,0,2
    1524,.11,-.09,12,1,-1,1,1,0,1,0,0,0,1,0,2
    1524,.37,.37,13,2,0,4,0,0,0,1,0,0,1,0,2
    1524,.2,-.17,14,3,1,9,1,0,0,0,1,0,1,0,2
    1524,.37,-.17,15,4,2,16,4,0,0,0,0,1,1,0,2
    1526,.2,.26,11,0,-2,0,4,1,0,0,0,0,1,0,4
    1526,.51,-.17,13,2,0,4,0,0,0,1,0,0,1,0,4
    1526,.44,.07,14,3,1,9,1,0,0,0,1,0,1,0,4
    1526,.29,-.37,15,4,2,16,4,0,0,0,0,1,1,0,4
    1527,.29,-.37,11,0,-2,0,4,1,0,0,0,0,0,0,5
    1527,.51,-.09,12,1,-1,1,1,0,1,0,0,0,0,0,5
    1527,.11,-.17,13,2,0,4,0,0,0,1,0,0,0,0,5
    1527,.69,-.37,14,3,1,9,1,0,0,0,1,0,0,0,5
    1538,.11,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,5
    1538,.29,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,5
    1538,.29,-.09,13,2,0,4,0,0,0,1,0,0,1,0,5
    1538,0,-.17,14,3,1,9,1,0,0,0,1,0,1,0,5
    1538,.2,.07,15,4,2,16,4,0,0,0,0,1,1,0,5
    1542,.2,.14,11,0,-2,0,4,1,0,0,0,0,0,0,2
    1542,.2,.32,12,1,-1,1,1,0,1,0,0,0,0,0,2
    1542,.69,.52,13,2,0,4,0,0,0,1,0,0,0,0,2
    1542,.58,.47,14,3,1,9,1,0,0,0,1,0,0,0,2
    1542,.75,.32,15,4,2,16,4,0,0,0,0,1,0,0,2
    1552,0,-.17,11,0,-2,0,4,1,0,0,0,0,0,0,4
    1552,.11,-.01,12,1,-1,1,1,0,1,0,0,0,0,0,4
    1552,.8,.2,13,2,0,4,0,0,0,1,0,0,0,0,4
    1552,.44,.07,14,3,1,9,1,0,0,0,1,0,0,0,4
    1552,.44,.07,15,4,2,16,4,0,0,0,0,1,0,0,4
    1572,.11,-.27,12,1,-1,1,1,0,1,0,0,0,1,1,2
    1572,.2,.14,13,2,0,4,0,0,0,1,0,0,1,1,2
    1572,.2,-.09,14,3,1,9,1,0,0,0,1,0,1,1,2
    1577,.11,-.37,11,0,-2,0,4,1,0,0,0,0,1,1,2
    1577,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,1,2
    1577,.29,.07,13,2,0,4,0,0,0,1,0,0,1,1,2
    1577,.11,.07,14,3,1,9,1,0,0,0,1,0,1,1,2
    1577,0,-.37,15,4,2,16,4,0,0,0,0,1,1,1,2
    1581,0,-.37,11,0,-2,0,4,1,0,0,0,0,1,1,1
    1581,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,1,1
    1581,0,-.37,13,2,0,4,0,0,0,1,0,0,1,1,1
    1581,0,-.37,14,3,1,9,1,0,0,0,1,0,1,1,1
    1581,0,-.27,15,4,2,16,4,0,0,0,0,1,1,1,1
    1593,0,.07,11,0,-2,0,4,1,0,0,0,0,0,0,3
    1593,.11,.07,12,1,-1,1,1,0,1,0,0,0,0,0,3
    1593,0,.37,13,2,0,4,0,0,0,1,0,0,0,0,3
    1593,.2,.37,14,3,1,9,1,0,0,0,1,0,0,0,3
    1593,.2,.26,15,4,2,16,4,0,0,0,0,1,0,0,3
    1598,.11,-.17,11,0,-2,0,4,1,0,0,0,0,0,0,4
    1598,.51,-.17,12,1,-1,1,1,0,1,0,0,0,0,0,4
    1598,.44,.07,13,2,0,4,0,0,0,1,0,0,0,0,4
    1598,.51,-.01,14,3,1,9,1,0,0,0,1,0,0,0,4
    1598,.58,.07,15,4,2,16,4,0,0,0,0,1,0,0,4
    1615,0,-.17,11,0,-2,0,4,1,0,0,0,0,1,0,5
    1615,0,-.27,12,1,-1,1,1,0,1,0,0,0,1,0,5
    1615,.11,-.17,13,2,0,4,0,0,0,1,0,0,1,0,5
    1615,.2,-.09,14,3,1,9,1,0,0,0,1,0,1,0,5
    1615,.44,-.09,15,4,2,16,4,0,0,0,0,1,1,0,5
    1621,.2,-.09,13,2,0,4,0,0,0,1,0,0,1,0,6
    1621,.58,-.01,14,3,1,9,1,0,0,0,1,0,1,0,6
    1621,.51,-.01,15,4,2,16,4,0,0,0,0,1,1,0,6
    1641,0,-.37,11,0,-2,0,4,1,0,0,0,0,0,1,2
    1641,0,-.24,12,1,-1,1,1,0,1,0,0,0,0,1,2
    1641,0,-.37,13,2,0,4,0,0,0,1,0,0,0,1,2
    1641,0,-.17,14,3,1,9,1,0,0,0,1,0,0,1,2
    1641,.11,-.27,15,4,2,16,4,0,0,0,0,1,0,1,2
    1642,0,.56,13,2,0,4,0,0,0,1,0,0,0,0,2
    1642,0,.2,14,3,1,9,1,0,0,0,1,0,0,0,2
    1642,0,-.37,15,4,2,16,4,0,0,0,0,1,0,0,2
    1650,.44,-.27,11,0,-2,0,4,1,0,0,0,0,1,0,4
    1650,.51,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,4
    1650,.64,-.27,13,2,0,4,0,0,0,1,0,0,1,0,4
    1653,.11,.07,11,0,-2,0,4,1,0,0,0,0,0,0,6
    1653,.11,-.09,12,1,-1,1,1,0,1,0,0,0,0,0,6
    1653,.29,-.09,13,2,0,4,0,0,0,1,0,0,0,0,6
    1653,.44,.26,14,3,1,9,1,0,0,0,1,0,0,0,6
    1653,.75,.73,15,4,2,16,4,0,0,0,0,1,0,0,6
    1677,.2,-.17,11,0,-2,0,4,1,0,0,0,0,1,1,2
    1677,.37,-.37,12,1,-1,1,1,0,1,0,0,0,1,1,2
    1677,.29,-.01,13,2,0,4,0,0,0,1,0,0,1,1,2
    1677,.2,-.17,14,3,1,9,1,0,0,0,1,0,1,1,2
    1677,.2,-.37,15,4,2,16,4,0,0,0,0,1,1,1,2
    1693,0,-.09,11,0,-2,0,4,1,0,0,0,0,1,0,4
    1693,.2,.07,12,1,-1,1,1,0,1,0,0,0,1,0,4
    1693,.2,-.09,13,2,0,4,0,0,0,1,0,0,1,0,4
    1693,.2,-.01,14,3,1,9,1,0,0,0,1,0,1,0,4
    1693,.2,-.01,15,4,2,16,4,0,0,0,0,1,1,0,4
    1696,.11,-.37,11,0,-2,0,4,1,0,0,0,0,1,0,4
    1696,.11,.07,12,1,-1,1,1,0,1,0,0,0,1,0,4
    1696,0,-.17,13,2,0,4,0,0,0,1,0,0,1,0,4
    1696,0,-.17,14,3,1,9,1,0,0,0,1,0,1,0,4
    1696,0,.07,15,4,2,16,4,0,0,0,0,1,1,0,4
    1708,0,-.37,12,1,-1,1,1,0,1,0,0,0,1,0,1
    1708,.44,-.37,13,2,0,4,0,0,0,1,0,0,1,0,1
    1708,.29,-.37,14,3,1,9,1,0,0,0,1,0,1,0,1
    1708,.29,-.37,15,4,2,16,4,0,0,0,0,1,1,0,1
    1720,.2,-.09,11,0,-2,0,4,1,0,0,0,0,1,0,2
    1720,0,-.17,12,1,-1,1,1,0,1,0,0,0,1,0,2
    1720,0,-.27,13,2,0,4,0,0,0,1,0,0,1,0,2
    1720,0,-.37,14,3,1,9,1,0,0,0,1,0,1,0,2
    1720,0,-.27,15,4,2,16,4,0,0,0,0,1,1,0,2
