schoolnr pupilNR_new langPOST ses IQ_verb sex Minority denomina sch_ses sch_iqv sch_min
147.00 2324.00  51.00   9.27   0.13   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2325.00  53.00  -2.73   0.63   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2326.00  46.00  -7.73   1.13   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2327.00  55.00  -7.73   2.13   1.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2328.00  51.00  -2.73   0.63   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2329.00  54.00  -2.73   0.63   1.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2330.00  55.00  -9.73   3.13   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2331.00  37.00  -7.73   1.63   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2332.00  51.00  -4.73   1.13   1.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2333.00  53.00  -7.73   0.13   1.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2334.00  51.00  -4.73   3.13   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2335.00  43.00  -4.73   0.63   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2336.00  48.00  -7.73   0.13   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2337.00  47.00  -2.73  -0.37   0.00   0.00   2.00  -4.227  0.7922  0.000
147.00 2338.00  46.00  -7.73  -1.37   0.00   0.00   2.00  -4.227  0.7922  0.000
148.00 2341.00  51.00  -2.73   0.63   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2342.00  47.00  -4.73   1.13   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2343.00  46.00  15.27  -0.87   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2344.00  45.00  -7.73  -0.87   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2345.00  38.00 -17.73  -0.37   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2346.00  41.00  -7.73   1.13   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2347.00  43.00  -4.73   0.13   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2348.00  44.00  -2.73   1.63   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2349.00  42.00  -4.73   0.63   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2350.00  51.00   0.27   5.13   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2351.00  40.00  -4.73  -0.37   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2352.00  54.00  -7.73   5.13   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2353.00  50.00   0.27  -0.37   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2354.00  55.00  20.27   2.13   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2355.00  47.00   7.27   1.63   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2356.00  44.00   0.27   0.63   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2357.00  42.00  10.27   1.13   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2358.00  56.00  20.27   4.63   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2359.00  33.00   0.27   0.13   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2360.00  46.00  -7.73   1.13   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2361.00  48.00 -12.73   0.63   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2362.00  32.00  22.27   0.63   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2363.00  43.00   5.27   3.13   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2364.00  45.00   2.27  -0.37   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2365.00  45.00  22.27   2.63   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2366.00  53.00   5.27   1.63   0.00   0.00   2.00   2.106  1.2622  0.000
148.00 2367.00  50.00   7.27   2.63   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2368.00  48.00   5.27   0.13   1.00   0.00   2.00   2.106  1.2622  0.000
148.00 2369.00  37.00  -4.73   1.13   1.00   0.00   2.00   2.106  1.2622  0.000
149.00 2370.00  51.00  17.27   3.13   1.00   0.00   2.00   8.225  0.0855  0.000
149.00 2371.00  40.00   7.27  -0.87   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2372.00  44.00   5.27   0.13   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2373.00  38.00  15.27  -0.37   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2374.00  35.00   5.27  -2.87   1.00   0.00   2.00   8.225  0.0855  0.000
149.00 2375.00  23.00   9.27  -2.37   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2376.00  46.00   5.27  -0.37   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2377.00  38.00  15.27  -1.37   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2378.00  52.00  19.27  -2.37   1.00   0.00   2.00   8.225  0.0855  0.000
149.00 2379.00  45.00  12.27   0.13   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2380.00  34.00  -7.73  -2.87   1.00   0.00   2.00   8.225  0.0855  0.000
149.00 2381.00  46.00  17.27   1.63   1.00   0.00   2.00   8.225  0.0855  0.000
149.00 2382.00  41.00  -4.73   0.13   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2383.00  40.00   5.27   0.63   1.00   0.00   2.00   8.225  0.0855  0.000
149.00 2384.00  51.00  15.27   3.13   1.00   0.00   2.00   8.225  0.0855  0.000
149.00 2385.00  31.00  -7.73  -0.37   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2386.00  47.00   2.27   0.13   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2387.00  44.00  19.27   2.13   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2388.00  47.00  12.27   1.63   0.00   0.00   2.00   8.225  0.0855  0.000
149.00 2389.00  48.00  -7.73   1.63   1.00   0.00   2.00   8.225  0.0855  0.000
149.00 2390.00  48.00  17.27   1.13   0.00   0.00   2.00   8.225  0.0855  0.000
150.00 2394.00  30.00  -7.73  -0.37   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2395.00  40.00  22.27   0.13   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2396.00  50.00  -7.73   0.13   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2397.00  54.00  12.27   0.63   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2398.00  37.00   2.27  -2.87   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2399.00  40.00  12.27   1.63   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2400.00  34.00  12.27  -0.87   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2401.00  47.00  12.27  -0.37   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2402.00  33.00  12.27  -2.37   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2403.00  43.00 -17.73   0.13   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2404.00  53.00  12.27   0.63   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2405.00  36.00  -7.73  -1.87   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2406.00  49.00   2.27   0.63   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2407.00  54.00  22.27   1.13   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2408.00  45.00  12.27   0.13   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2409.00  41.00  22.27   1.63   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2410.00  35.00  -7.73  -1.37   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2411.00  34.00  12.27  -1.37   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2412.00  30.00  12.27  -1.37   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2413.00  41.00  22.27   0.63   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2414.00  37.00   2.27  -2.37   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2415.00  46.00   2.27   0.63   1.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2416.00  43.00   2.27  -0.37   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2417.00  30.00  -7.73   0.13   0.00   0.00   1.00   5.473 -0.3311  0.071
150.00 2418.00  39.00 -17.73  -0.37   0.00   0.00   1.00   5.473 -0.3311  0.071
151.00 2420.00  40.00  -7.73  -0.87   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2421.00  25.00  -7.73  -1.87   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2422.00  38.00   2.27  -0.87   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2423.00  34.00  -7.73  -1.87   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2424.00  37.00  -7.73   0.63   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2425.00  33.00  -7.73  -4.87   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2426.00  39.00  -7.73  -1.87   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2427.00  34.00  -7.73  -0.37   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2428.00  49.00  19.27   0.13   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2429.00  46.00  -4.73   1.13   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2430.00  37.00  19.27  -2.37   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2431.00  37.00   5.27  -3.37   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2432.00  43.00  -7.73   0.63   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2433.00  47.00  -7.73   0.13   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2434.00  38.00  19.27  -1.37   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2435.00  28.00 -10.73  -1.87   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2436.00  42.00  -4.73  -0.37   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2437.00  43.00  -4.73  -1.37   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2438.00  34.00  -7.73  -4.37   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2439.00  31.00  -7.73  -1.87   1.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2440.00  51.00  12.27   4.13   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2441.00  38.00  -4.73   0.13   0.00   0.00   2.00  -1.945 -1.2210  0.000
151.00 2442.00  34.00  -7.73  -4.37   1.00   0.00   2.00  -1.945 -1.2210  0.000
152.00 2443.00  49.00   2.27   1.63   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2444.00  52.00  22.27   3.13   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2445.00  46.00  12.27  -0.87   0.00   0.00   2.00  12.508  0.5155  0.000
152.00 2446.00  40.00   2.27   0.13   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2447.00  49.00   9.27   2.63   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2448.00  40.00  19.27  -0.37   0.00   0.00   2.00  12.508  0.5155  0.000
152.00 2449.00  49.00  15.27   0.13   0.00   0.00   2.00  12.508  0.5155  0.000
152.00 2450.00  54.00  12.27  -0.37   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2451.00  51.00   2.27   1.13   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2452.00  56.00  15.27   1.63   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2453.00  54.00  19.27   0.63   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2454.00  52.00  19.27   0.63   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2455.00  39.00   2.27   0.13   0.00   0.00   2.00  12.508  0.5155  0.000
152.00 2456.00  47.00  15.27  -1.87   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2457.00  38.00  19.27  -0.37   0.00   0.00   2.00  12.508  0.5155  0.000
152.00 2458.00  52.00   9.27   0.13   1.00   0.00   2.00  12.508  0.5155  0.000
152.00 2459.00  48.00  15.27   0.63   0.00   0.00   2.00  12.508  0.5155  0.000
153.00 2460.00  42.00  -9.73  -0.37   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2462.00  54.00  13.27   1.13   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2463.00  35.00  -9.73  -3.87   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2464.00  48.00  13.27   0.63   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2465.00  48.00  -9.73   1.13   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2466.00  52.00  -9.73   0.13   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2467.00  48.00  -9.73   0.13   0.00   0.00   2.00   5.000  0.6123  0.000
153.00 2468.00  55.00  -1.73   0.63   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2470.00  54.00  21.27   0.63   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2471.00  54.00  21.27   2.13   0.00   0.00   2.00   5.000  0.6123  0.000
153.00 2472.00  51.00  13.27   0.63   0.00   0.00   2.00   5.000  0.6123  0.000
153.00 2473.00  52.00  13.27   0.63   0.00   0.00   2.00   5.000  0.6123  0.000
153.00 2474.00  54.00  13.27  -0.87   0.00   0.00   2.00   5.000  0.6123  0.000
153.00 2475.00  54.00  21.27  -0.37   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2476.00  54.00  -9.73   2.13   0.00   0.00   2.00   5.000  0.6123  0.000
153.00 2477.00  58.00  13.27   1.13   0.00   0.00   2.00   5.000  0.6123  0.000
153.00 2478.00  45.00  -9.73  -0.87   0.00   0.00   2.00   5.000  0.6123  0.000
153.00 2479.00  56.00  -9.73   1.63   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2480.00  48.00  13.27   0.63   0.00   0.00   2.00   5.000  0.6123  0.000
153.00 2481.00  49.00  21.27   3.63   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2482.00  56.00  -9.73   2.13   1.00   0.00   2.00   5.000  0.6123  0.000
153.00 2483.00  57.00  21.27   4.63   1.00   0.00   2.00   5.000  0.6123  0.000
154.00 2484.00  41.00 -16.73  -0.87   1.00   0.00   2.00  -7.827 -0.1585  0.000
154.00 2485.00  35.00 -10.73  -2.37   1.00   0.00   2.00  -7.827 -0.1585  0.000
154.00 2486.00  28.00 -16.73  -0.87   1.00   0.00   2.00  -7.827 -0.1585  0.000
154.00 2487.00  37.00  18.27  -1.37   0.00   0.00   2.00  -7.827 -0.1585  0.000
154.00 2488.00  37.00 -12.73  -1.87   1.00   0.00   2.00  -7.827 -0.1585  0.000
154.00 2489.00  25.00 -16.73  -0.87   1.00   0.00   2.00  -7.827 -0.1585  0.000
154.00 2490.00  50.00 -10.73  -1.37   0.00   0.00   2.00  -7.827 -0.1585  0.000
154.00 2492.00  47.00 -16.73  -0.37   0.00   0.00   2.00  -7.827 -0.1585  0.000
154.00 2493.00  54.00  21.27  -0.37   0.00   0.00   2.00  -7.827 -0.1585  0.000
154.00 2494.00  52.00 -16.73   2.63   0.00   0.00   2.00  -7.827 -0.1585  0.000
155.00 2505.00  34.00   2.27  -1.87   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2506.00  39.00   5.27  -0.87   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2507.00  40.00  12.27  -2.87   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2508.00  51.00  12.27   1.13   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2509.00  54.00  12.27   1.13   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2510.00  51.00   2.27   1.63   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2511.00  51.00  -2.73   1.13   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2512.00  54.00   2.27   1.63   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2513.00  49.00  -0.73  -1.87   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2514.00  42.00   7.27   0.13   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2515.00  55.00  12.27   3.13   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2516.00  42.00  -4.73  -1.37   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2517.00  54.00   5.27   0.13   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2518.00  29.00 -10.73  -3.87   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2519.00  35.00  22.27   0.63   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2520.00  50.00  22.27   2.13   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2521.00  37.00   2.27   0.13   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2522.00  40.00   5.27  -0.37   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2523.00  52.00   2.27  -0.87   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2524.00  52.00   9.27   2.13   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2525.00  41.00   5.27   0.13   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2526.00  51.00  -4.73   3.13   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2527.00  45.00  15.27  -0.37   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2528.00  40.00   9.27   0.13   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2529.00  34.00   2.27  -0.87   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2530.00  38.00  12.27   0.63   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2531.00  47.00  -7.73  -1.37   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2532.00  34.00  -7.73  -0.87   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2533.00  23.00  -4.73  -2.87   1.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2534.00  34.00  12.27  -3.37   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2535.00  51.00  12.27   0.63   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2536.00  47.00   9.27  -1.37   0.00   0.00   2.00   5.273 -0.1244  0.000
155.00 2537.00  50.00   2.27   1.13   1.00   0.00   2.00   5.273 -0.1244  0.000
156.00 2538.00  47.00  -4.73   2.13   1.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2539.00  38.00  20.27  -0.87   0.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2540.00  49.00   2.27  -0.37   0.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2541.00  29.00   0.27  -1.87   0.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2542.00  38.00   0.27  -0.37   0.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2543.00  48.00  -4.73   2.13   0.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2544.00  25.00  -7.73   0.13   0.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2545.00  31.00 -17.73  -4.87   1.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2546.00  45.00  -9.73   0.63   0.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2547.00  31.00 -17.73  -3.87   0.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2548.00  40.00 -17.73   0.13   0.00   0.00   1.00  -5.394 -0.4502  0.000
156.00 2549.00  47.00  -7.73   1.63   0.00   0.00   1.00  -5.394 -0.4502  0.000
157.00 2550.00  44.00   1.27  -0.87   0.00   0.00   2.00   2.968  0.2732  0.000
157.00 2551.00  38.00   6.27  -0.37   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2552.00  37.00  -7.73   0.13   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2553.00  37.00  15.27  -2.87   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2557.00  52.00  -4.73   0.63   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2558.00  56.00   4.27   1.13   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2559.00  46.00   8.27  -0.37   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2560.00  39.00  10.27   1.13   0.00   0.00   2.00   2.968  0.2732  0.000
157.00 2562.00  46.00  -8.73   0.13   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2563.00  50.00  -1.73   0.13   0.00   0.00   2.00   2.968  0.2732  0.000
157.00 2564.00  48.00  -0.73   0.13   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2565.00  48.00  -3.73   3.13   0.00   0.00   2.00   2.968  0.2732  0.000
157.00 2566.00  44.00  -3.73   0.13   0.00   0.00   2.00   2.968  0.2732  0.000
157.00 2567.00  43.00  11.27  -0.37   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2568.00  44.00  15.27  -0.37   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2569.00  51.00  17.27   1.13   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2570.00  50.00  -8.73  -0.87   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2571.00  55.00  15.27   1.13   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2572.00  48.00   9.27   1.13   0.00   0.00   2.00   2.968  0.2732  0.000
157.00 2573.00  49.00  -3.73   0.13   1.00   0.00   2.00   2.968  0.2732  0.000
157.00 2574.00  50.00   6.27   2.63   1.00   0.00   2.00   2.968  0.2732  0.000
158.00 2577.00  41.00   6.27  -0.87   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2578.00  42.00   1.27   0.63   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2579.00  33.00 -10.73  -0.87   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2580.00  38.00  -2.73   0.13   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2581.00  45.00  13.27   0.13   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2582.00  34.00 -10.73   2.63   0.00   0.00   1.00   1.773  0.4457  0.000
158.00 2583.00  43.00   2.27   0.13   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2584.00  51.00   8.27   2.13   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2585.00  46.00  -7.73   1.63   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2586.00  47.00  -1.73  -0.87   0.00   0.00   1.00   1.773  0.4457  0.000
158.00 2587.00  46.00  13.27   1.13   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2588.00  50.00  12.27   0.63   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2589.00  51.00  -8.73   1.13   1.00   0.00   1.00   1.773  0.4457  0.000
158.00 2590.00  52.00  -0.73   0.13   0.00   0.00   1.00   1.773  0.4457  0.000
158.00 2591.00  54.00  21.27   1.13   1.00   0.00   1.00   1.773  0.4457  0.000
159.00 2594.00  49.00  -2.73   0.13   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2595.00  50.00   2.27   1.13   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2596.00  48.00   9.27  -0.87   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2597.00  41.00  -7.73   0.63   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2598.00  42.00   7.27  -1.87   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2599.00  54.00  10.27   0.63   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2600.00  42.00   7.27   0.13   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2601.00  32.00  -4.73  -2.37   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2602.00  51.00  -7.73   4.63   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2603.00  34.00  -7.73  -1.37   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2604.00  38.00  -7.73   2.13   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2605.00  32.00   5.27  -0.87   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2606.00  21.00   2.27  -1.37   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2607.00  46.00  -4.73  -0.37   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2608.00  44.00 -17.73   0.13   0.00   1.00   2.00  -1.091  0.4059  0.030
159.00 2609.00  43.00  -4.73  -0.37   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2610.00  46.00  -4.73  -1.87   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2611.00  57.00  12.27   2.13   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2612.00  44.00  12.27   0.13   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2613.00  50.00  17.27  -0.87   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2614.00  43.00  -2.73   2.13   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2615.00  39.00  -7.73   0.63   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2616.00  52.00   2.27   1.63   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2617.00  38.00   2.27   1.13   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2618.00  51.00  -4.73   0.63   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2619.00  43.00  -7.73   0.63   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2620.00  40.00  -7.73  -0.87   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2621.00  42.00  -7.73  -0.37   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2622.00  38.00   2.27  -0.87   0.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2623.00  54.00   5.27   3.13   1.00   0.00   2.00  -1.091  0.4059  0.030
159.00 2624.00  51.00  -7.73   5.63   0.00   0.00   2.00  -1.091  0.4059  0.030
160.00 2627.00  50.00  22.27   2.63   1.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2628.00  45.00  17.27   0.63   0.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2629.00  43.00 -17.73   0.63   1.00   1.00   1.00   4.534 -0.0268  0.240
160.00 2630.00  51.00  -7.73   0.13   1.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2631.00  44.00 -17.73  -2.37   1.00   1.00   1.00   4.534 -0.0268  0.240
160.00 2632.00  23.00 -17.73  -6.87   0.00   1.00   1.00   4.534 -0.0268  0.240
160.00 2633.00  40.00  17.27   0.13   0.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2634.00  34.00 -17.73  -3.87   1.00   1.00   1.00   4.534 -0.0268  0.240
160.00 2635.00  20.00 -17.73  -4.37   1.00   1.00   1.00   4.534 -0.0268  0.240
160.00 2636.00  44.00  22.27   0.13   0.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2637.00  52.00   7.27   3.13   1.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2638.00  40.00   7.27   0.13   1.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2639.00  33.00 -17.73  -2.37   1.00   1.00   1.00   4.534 -0.0268  0.240
160.00 2640.00  47.00  22.27   0.13   1.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2641.00  52.00  12.27   1.13   1.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2642.00  50.00  12.27   5.63   0.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2643.00  30.00  22.27  -2.37   1.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2644.00  50.00  -2.73   0.63   0.00   0.00   1.00   4.534 -0.0268  0.240
160.00 2645.00  44.00   7.27   0.63   0.00   0.00   1.00   4.534 -0.0268  0.240
